Brand_Name,Policy_Name,Cashless_Hospitals,Coverage_Amount,Monthly_Premium,Annual_Premium,Claim_Settlement_Ratio,Links
Universal Sompo,A Plus Silver + Non medical items,20,1000000,1075,12897,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + Non medical items,20,1000000,1125,13499,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + Non medical items,20,1000000,1312,15741,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + PED waiting period waiver,20,1000000,1266,15187,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + PED waiting period waiver,20,1000000,1316,15788,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,1000000,1503,18030,96,https://www.universalsompo.com/health-insurance
IFFCO Tokio,Individual Health Protector,12,1000000,1172,14066,98.9,https://www.iffcotokio.co.in/health-insurance
Digit Insurance,Double Wallet Plan,10,1000000,977,11729,96,https://www.godigit.com/health-insurance-policy
Digit Insurance,Infinity Wallet Plan,10,1000000,1171,14054,96,https://www.godigit.com/health-insurance-policy
Digit Insurance,Worldwide Treatment plan,10,1000000,1269,15233,96,https://www.godigit.com/health-insurance-policy
Magma HDI,Secure with Bonus Booster and Zonewise Copay Waiver,16,1000000,873,10475,90,https://www.magmahdi.com/products/health-insurance/onehealth
Care Health,Care Supreme Discounted + Wellness Benefit + Air Ambulance + NCB Super,15,1500000,998,11970,93,https://www.careinsurance.com/
Care Health,Care Supreme Discounted (Quarterly) + Wellness Benefit + Air Ambulance + NCB Super,15,1500000,1028,"12,336",93,https://www.careinsurance.com/
Care Health,Care Advantage,15,2500000,926,11109,93,https://www.careinsurance.com/
Care Health,Care with Care Shield,15,1500000,1812,21745,93,https://www.careinsurance.com/
Care Health,Care Advantage with NCB,15,2500000,1018,12219,93,https://www.careinsurance.com/
Care Health,Care Advantage with Reduction In PED Waiting period,15,2500000,949,11386,93,https://www.careinsurance.com/
Care Health,Care Advantage with Global Coverage Inc US,15,2500000,1673,20076,93,https://www.careinsurance.com/
Care Health,Care Advantage with Global Coverage Ex US,15,2500000,1483,17801,93,https://www.careinsurance.com/
Care Health,Care Advantage with Reduction In PED Waiting period and Global coverage Inc US,15,2500000,1673,20076,93,https://www.careinsurance.com/
Star Health,Young Star Silver,16,1500000,990,11880,85.8,https://www.starhealth.in/health-insurance/
Star Health,Young Star Gold,16,1500000,1102,13223,85.8,https://www.starhealth.in/health-insurance/
Star Health,Assure Insurance Policy,16,1500000,1167,14008,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive Individual,16,1500000,1404,16845,85.8,https://www.starhealth.in/health-insurance/
Star Health,Mediclassic Individual Gold,16,1500000,1379,16550,85.8,https://www.starhealth.in/health-insurance/
Star Health,Mediclassic Individual Silver,16,1500000,1289,15468,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive with PED Buy Back,16,1500000,1825,21898,85.8,https://www.starhealth.in/health-insurance/
Star Health,Smart Health Pro,16,1500000,920,11043,85.8,https://www.starhealth.in/health-insurance/
Niva Bupa,Reassure 2.0 Platinum+ (Direct),16,1500000,1361,16326,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion,16,1500000,1112,13348,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion + Safeguard,16,1500000,1196,14349,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Premia Gold,16,1500000,2067,24801,92,https://www.nivabupa.com/health-insurance-plans.html
Aditya Birla,Activ One Max,14,1500000,986,11828,96,https://www.adityabirlacapital.com/healthinsurance/homepage
Aditya Birla,Active Health Platinum - Enhanced,14,1500000,1084,13012,96,https://www.adityabirlacapital.com/healthinsurance/homepage
ICICI Lombard,Elevate + BeFit,12,1500000,1021,12249,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,1500000,1289,15469,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,1500000,1289,15469,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,1500000,1320,15840,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,1500000,1320,15840,99.8,https://www.icicilombard.com/health-insurance
Reliance,Health Gain Power,15,1500000,941,11286,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Gain Prime,15,2500000,1163,13952,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Time,15,1500000,914,10972,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Global,15,1500000,914,10972,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Infinity With More Cover,15,1500000,914,10972,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,7500000,2106,25277,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,7500000,1212,14545,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,7500000,1229,14747,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,7500000,1206,14477,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,7500000,2090,25075,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,7500000,2084,25008,93.4,https://www.manipalcigna.com/health-insurance
Cholamandalam MS,Flexi Health Supreme Plus,16,1500000,1292,15498,94,https://www.cholainsurance.com/health-insurance
Kotak Mahindra,Kotak Health Premier – Total,16,1500000,991,11887,97,https://www.kotaklife.com/insurance-plans/health-plans
Kotak Mahindra,Kotak Health Premier – Edge,16,1500000,1096,13149,97,https://www.kotaklife.com/insurance-plans/health-plans
Kotak Mahindra,Kotak Health Premier – Elite,16,1500000,1234,14810,97,https://www.kotaklife.com/insurance-plans/health-plans
New India Assurance,New India Mediclaim 2012,16,1500000,1559,18702,98,https://www.newindia.co.in/health-insurance/health-insurance-policy
Royal Sundaram,Lifeline Supreme,15,1500000,1104,13247,92,https://www.royalsundaram.in/health-insurance/lifeline/
Royal Sundaram,Lifeline Elite,15,2500000,3301,39617,92,https://www.royalsundaram.in/health-insurance/lifeline/
Zuno,Zuno Gold + Health 241,10,1500000,1696,20354,95,https://www.hizuno.com/health-insurance-plan
Universal Sompo,A Plus Silver,20,1500000,1353,16237,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold,20,1500000,1410,16921,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond,20,1500000,1621,19446,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Plus,20,1500000,1553,18632,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Premier,20,2500000,1727,20721,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + Non medical items,20,1500000,1404,16850,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + Non medical items,20,1500000,1461,17535,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + Non medical items,20,1500000,1672,20060,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + PED waiting period waiver,20,1500000,1614,19364,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + PED waiting period waiver,20,1500000,1671,20048,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,1500000,1881,22573,96,https://www.universalsompo.com/health-insurance
IFFCO Tokio,Individual Health Protector,12,1500000,1339,16072,98.9,https://www.iffcotokio.co.in/health-insurance
Digit Insurance,Double Wallet Plan,10,1500000,1059,12707,96,https://www.godigit.com/health-insurance-policy
Digit Insurance,Infinity Wallet Plan,10,1500000,1269,15226,96,https://www.godigit.com/health-insurance-policy
Digit Insurance,Worldwide Treatment plan,10,1500000,1450,17403,96,https://www.godigit.com/health-insurance-policy
Magma HDI,Secure with Bonus Booster and Zonewise Copay Waiver,16,1500000,1135,13617,90,https://www.magmahdi.com/products/health-insurance/onehealth
Care Health,Care Supreme Discounted + Wellness Benefit + Air Ambulance + NCB Super,15,2500000,1170,14044,93,https://www.careinsurance.com/
Care Health,Care Supreme Discounted (Quarterly) + Wellness Benefit + Air Ambulance + NCB Super,15,2500000,1206,"14,472",93,https://www.careinsurance.com/
Care Health,Care Advantage,15,2500000,926,11109,93,https://www.careinsurance.com/
Care Health,Care with Care Shield,15,2000000,1872,22461,93,https://www.careinsurance.com/
Care Health,Care Advantage with NCB,15,2500000,1018,12219,93,https://www.careinsurance.com/
Care Health,Care Advantage with Reduction In PED Waiting period,15,2500000,949,11386,93,https://www.careinsurance.com/
Care Health,Care Advantage with Global Coverage Inc US,15,2500000,1673,20076,93,https://www.careinsurance.com/
Care Health,Care Advantage with Global Coverage Ex US,15,2500000,1483,17801,93,https://www.careinsurance.com/
Care Health,Care Advantage with Reduction In PED Waiting period and Global coverage Inc US,15,2500000,1673,20076,93,https://www.careinsurance.com/
Star Health,Young Star Silver,16,2000000,1131,13570,85.8,https://www.starhealth.in/health-insurance/
Star Health,Young Star Gold,16,2000000,1243,14913,85.8,https://www.starhealth.in/health-insurance/
Star Health,Assure Insurance Policy,16,2000000,1306,15676,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive Individual,16,2000000,1588,19057,85.8,https://www.starhealth.in/health-insurance/
Star Health,Mediclassic Individual Gold,16,2000000,1586,19034,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive with PED Buy Back,16,2000000,2065,24774,85.8,https://www.starhealth.in/health-insurance/
Star Health,Smart Health Pro,16,2000000,1037,12448,85.8,https://www.starhealth.in/health-insurance/
Niva Bupa,Reassure 2.0 Platinum+ (Direct),16,2000000,1458,17490,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Reassure 2.0 Titanium+ (Direct),16,2000000,1492,17907,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Reassure 2.0 Bronze+(Direct),16,2000000,1347,16168,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Gold + (Direct),16,2000000,1030,12359,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Diamond + (Direct),16,2000000,1177,14126,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Platinum + (Direct),16,2000000,1328,15941,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Titanium + (Direct),16,2000000,1336,16037,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion,16,2000000,1352,16223,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion + Safeguard,16,2000000,1585,19024,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Premia Gold,16,2000000,2189,26270,92,https://www.nivabupa.com/health-insurance-plans.html
Aditya Birla,Activ One Max,14,2000000,1051,12616,96,https://www.adityabirlacapital.com/healthinsurance/homepage
Aditya Birla,Active Health Platinum - Enhanced,14,2000000,1140,13685,96,https://www.adityabirlacapital.com/healthinsurance/homepage
ICICI Lombard,Elevate + BeFit,12,2000000,1129,13546,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,2000000,1408,16890,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,2000000,1408,16890,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,2000000,1438,17261,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,2000000,1438,17261,99.8,https://www.icicilombard.com/health-insurance
Reliance,Health Gain Power,15,2000000,1002,12021,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Reliance,Health Gain Prime,15,2500000,1163,13952,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,7500000,2106,25277,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,7500000,1212,14545,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,7500000,1229,14747,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,7500000,1206,14477,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,7500000,2090,25075,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,7500000,2084,25008,93.4,https://www.manipalcigna.com/health-insurance
Cholamandalam MS,Flexi Health Supreme Plus,16,2000000,1435,17220,94,https://www.cholainsurance.com/health-insurance
Kotak Mahindra,Kotak Health Premier – Total,16,2000000,1045,12543,97,https://www.kotaklife.com/insurance-plans/health-plans
Kotak Mahindra,Kotak Health Premier – Edge,16,2000000,1151,13807,97,https://www.kotaklife.com/insurance-plans/health-plans
Kotak Mahindra,Kotak Health Premier – Elite,16,2000000,1293,15512,97,https://www.kotaklife.com/insurance-plans/health-plans
Royal Sundaram,Lifeline Supreme,15,2000000,1165,13983,92,https://www.royalsundaram.in/health-insurance/lifeline/
Royal Sundaram,Lifeline Elite,15,2500000,3301,39617,92,https://www.royalsundaram.in/health-insurance/lifeline/
Zuno,Zuno Gold + Health 241,10,2000000,1850,22197,95,https://www.hizuno.com/health-insurance-plan
Universal Sompo,A Plus Silver,20,2000000,1499,17983,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold,20,2000000,1556,18668,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond,20,2000000,1592,19104,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Plus,20,2000000,1610,19317,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Premier,20,2500000,1727,20721,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + Non medical items,20,2000000,1553,18632,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + Non medical items,20,2000000,1610,19317,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + Non medical items,20,2000000,1823,21877,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + PED waiting period waiver,20,2000000,1769,21228,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + PED waiting period waiver,20,2000000,1826,21913,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,2000000,2039,24473,96,https://www.universalsompo.com/health-insurance
IFFCO Tokio,Individual Health Protector,12,2000000,1530,18365,98.9,https://www.iffcotokio.co.in/health-insurance
Digit Insurance,Double Wallet Plan,10,2000000,1124,13487,96,https://www.godigit.com/health-insurance-policy
Digit Insurance,Infinity Wallet Plan,10,2000000,1347,16162,96,https://www.godigit.com/health-insurance-policy
Digit Insurance,Worldwide Treatment plan,10,2000000,1606,19271,96,https://www.godigit.com/health-insurance-policy
Magma HDI,Secure with Bonus Booster and Zonewise Copay Waiver,16,2000000,1178,14140,90,https://www.magmahdi.com/products/health-insurance/onehealth
Care Health,Care Supreme Discounted + Wellness Benefit + Air Ambulance + NCB Super,15,2500000,1170,14044,93,https://www.careinsurance.com/
Care Health,Care Supreme Discounted (Quarterly) + Wellness Benefit + Air Ambulance + NCB Super,15,2500000,1206,"14,472",93,https://www.careinsurance.com/
Care Health,Care Advantage,15,2500000,926,11109,93,https://www.careinsurance.com/
Care Health,Care with Care Shield,15,2500000,2134,25604,93,https://www.careinsurance.com/
Care Health,Care Advantage with NCB,15,2500000,1018,12219,93,https://www.careinsurance.com/
Care Health,Care Advantage with Reduction In PED Waiting period,15,2500000,949,11386,93,https://www.careinsurance.com/
Care Health,Care Advantage with Global Coverage Inc US,15,2500000,1673,20076,93,https://www.careinsurance.com/
Care Health,Care Advantage with Global Coverage Ex US,15,2500000,1483,17801,93,https://www.careinsurance.com/
Care Health,Care Advantage with Reduction In PED Waiting period and Global coverage Inc US,15,2500000,1673,20076,93,https://www.careinsurance.com/
Star Health,Young Star Silver,16,2500000,1293,15512,85.8,https://www.starhealth.in/health-insurance/
Star Health,Young Star Gold,16,2500000,1405,16855,85.8,https://www.starhealth.in/health-insurance/
Star Health,Assure Insurance Policy,16,2500000,1442,17300,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive Individual,16,2500000,1732,20786,85.8,https://www.starhealth.in/health-insurance/
Star Health,Mediclassic Individual Gold,16,2500000,1776,21317,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive with PED Buy Back,16,2500000,2252,27022,85.8,https://www.starhealth.in/health-insurance/
Star Health,Smart Health Pro,16,2500000,1134,13606,85.8,https://www.starhealth.in/health-insurance/
Niva Bupa,Reassure 2.0 Platinum+ (Direct),16,2500000,1517,18208,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Gold + (Direct),16,2500000,1102,13227,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Diamond + (Direct),16,2500000,1256,15071,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Platinum + (Direct),16,2500000,1410,16915,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Titanium + (Direct),16,2500000,1418,17018,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion,16,3000000,1699,20383,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion + Safeguard,16,3000000,1522,18261,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Premia Gold,16,3000000,2261,27135,92,https://www.nivabupa.com/health-insurance-plans.html
Aditya Birla,Activ One Max,14,2500000,1095,13141,96,https://www.adityabirlacapital.com/healthinsurance/homepage
Aditya Birla,Active Health Platinum - Enhanced,14,2500000,1191,14289,96,https://www.adityabirlacapital.com/healthinsurance/homepage
ICICI Lombard,Elevate + BeFit,12,2500000,1183,14195,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,2500000,1730,20757,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,2500000,1730,20757,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,2500000,1761,21128,99.8,https://www.icicilombard.com/health-insurance
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,2500000,1761,21128,99.8,https://www.icicilombard.com/health-insurance
Reliance,Health Gain Prime,15,2500000,1163,13952,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,7500000,2106,25277,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,7500000,1212,14545,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,7500000,1229,14747,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,7500000,1206,14477,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,7500000,2090,25075,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,7500000,2084,25008,93.4,https://www.manipalcigna.com/health-insurance
Cholamandalam MS,Flexi Health Supreme Plus,16,2500000,1570,18834,94,https://www.cholainsurance.com/health-insurance
Kotak Mahindra,Kotak Health Premier – Total,16,2500000,1100,13202,97,https://www.kotaklife.com/insurance-plans/health-plans
Kotak Mahindra,Kotak Health Premier – Elite,16,2500000,1351,16213,97,https://www.kotaklife.com/insurance-plans/health-plans
Royal Sundaram,Lifeline Supreme,15,2500000,1221,14646,92,https://www.royalsundaram.in/health-insurance/lifeline/
Royal Sundaram,Lifeline Elite,15,2500000,3301,39617,92,https://www.royalsundaram.in/health-insurance/lifeline/
Universal Sompo,A Plus Silver,20,2500000,1389,16662,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold,20,2500000,1600,19199,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond,20,2500000,1632,19588,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Premier,20,2500000,1727,20721,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Executive,20,4000000,1627,19529,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + Non medical items,20,2500000,1596,19151,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + Non medical items,20,2500000,1494,17924,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + Non medical items,20,2500000,1686,20237,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Silver + PED waiting period waiver,20,2500000,1664,19966,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Gold + PED waiting period waiver,20,2500000,1875,22503,96,https://www.universalsompo.com/health-insurance
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,2500000,1908,22892,96,https://www.universalsompo.com/health-insurance
Digit Insurance,Double Wallet Plan,10,2500000,1222,14660,96,https://www.godigit.com/health-insurance-policy
Digit Insurance,Infinity Wallet Plan,10,2500000,1464,17568,96,https://www.godigit.com/health-insurance-policy
Digit Insurance,Worldwide Treatment plan,10,2500000,1803,21639,96,https://www.godigit.com/health-insurance-policy
Magma HDI,Secure with Bonus Booster and Zonewise Copay Waiver,16,2500000,1222,14664,90,https://www.magmahdi.com/products/health-insurance/onehealth
Care Health,Care with Care Shield,15,3000000,2298,27577,93,https://www.careinsurance.com/
Niva Bupa,Health Companion,16,3000000,1699,20383,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion + Safeguard,16,3000000,1522,18261,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Premia Gold,16,3000000,2261,27135,92,https://www.nivabupa.com/health-insurance-plans.html
Aditya Birla,Active Health Platinum - Enhanced,14,3000000,1278,15340,96,https://www.adityabirlacapital.com/healthinsurance/homepage
Reliance,Health Gain Prime,15,3000000,1236,14831,99.9,https://www.reliancegeneral.co.in/health-insurance/health-gain-insurance?wpsrc=Google+Organic+Search
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,7500000,2106,25277,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,7500000,1212,14545,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,7500000,1229,14747,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,7500000,1206,14477,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,7500000,2090,25075,93.4,https://www.manipalcigna.com/health-insurance
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,7500000,2084,25008,93.4,https://www.manipalcigna.com/health-insurance
Royal Sundaram,Lifeline Elite,15,3000000,3570,42834,92,https://www.royalsundaram.in/health-insurance/lifeline/
Universal Sompo,Complete HealthCare Insurance - Premier,20,3000000,1754,21051,96,https://www.universalsompo.com/health-insurance
Universal Sompo,Complete HealthCare Insurance - Executive,20,4000000,1627,19529,96,https://www.universalsompo.com/health-insurance
Care Health,Care Supreme Discounted + Wellness Benefit + Air Ambulance + NCB Super,15,5000000,1318,15818,93,https://www.careinsurance.com/
Care Health,Care Supreme Discounted (Quarterly) + Wellness Benefit + Air Ambulance + NCB Super,15,5000000,1358,"16,296",93,https://www.careinsurance.com/
Care Health,Care Advantage,15,5000000,1077,12923,93,https://www.careinsurance.com/
Care Health,Care with Care Shield,15,5000000,5511,66131,93,https://www.careinsurance.com/
Care Health,Care Advantage with NCB,15,5000000,1158,13892,93,https://www.careinsurance.com/
Care Health,Care Advantage with Reduction In PED Waiting period,15,5000000,1265,15183,93,https://www.careinsurance.com/
Care Health,Care Advantage with Global Coverage Inc US,15,5000000,2110,25325,93,https://www.careinsurance.com/
Care Health,Care Advantage with Global Coverage Ex US,15,5000000,1889,22669,93,https://www.careinsurance.com/
Care Health,Care Advantage with Reduction In PED Waiting period and Global coverage Inc US,15,5000000,2110,25325,93,https://www.careinsurance.com/
Star Health,Young Star Silver,16,5000000,1541,18494,85.8,https://www.starhealth.in/health-insurance/
Star Health,Young Star Gold,16,5000000,1653,19837,85.8,https://www.starhealth.in/health-insurance/
Star Health,Assure Insurance Policy,16,5000000,1685,20223,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive Individual,16,5000000,1906,22868,85.8,https://www.starhealth.in/health-insurance/
Star Health,Comprehensive with PED Buy Back,16,5000000,2477,29729,85.8,https://www.starhealth.in/health-insurance/
Star Health,Smart Health Pro,16,5000000,1293,15518,85.8,https://www.starhealth.in/health-insurance/
Niva Bupa,Reassure 2.0 Platinum+ (Direct),16,5000000,1686,20226,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Reassure 2.0 Titanium+ (Direct),16,5000000,1726,20709,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Reassure 2.0 Bronze+(Direct),16,5000000,1575,18897,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Gold + (Direct),16,5000000,1361,16331,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Diamond + (Direct),16,5000000,1548,18580,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Platinum + (Direct),16,5000000,1737,20839,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Aspire Titanium + (Direct),16,5000000,1747,20967,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion,16,5000000,1695,20344,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Companion + Safeguard,16,5000000,2187,26244,92,https://www.nivabupa.com/health-insurance-plans.html
Niva Bupa,Health Premia Gold,16,5000000,2363,28359,92,https://www.nivabupa.com/health-insurance-plans.html
Aditya Birla,Activ One Max,14,5000000,1317,15801,96,https://www.adityabirlacapital.com/healthinsurance/homepage
Aditya Birla,Active Health Platinum - Enhanced,14,5000000,1709,20502,96,https://www.adityabirlacapital.com/healthinsurance/homepage
